,name,name_en,code,lat,lon,has_flightable_airport,time_zone
321,Ачайваям,Achayvajam,АЧВ,61.0141678,170.49695,False,Asia/Kamchatka
322,Беринговский,Beringovskiy,БНГ,63.0208321,179.29056,True,Asia/Anadyr
323,Салехард,Salekhard,SLY,66.583336,66.6,True,Asia/Yekaterinburg
324,Херпучи,Kherpuchi,ХРП,52.9749985,138.81667,True,Asia/Vladivostok
325,Шерегеш,Sheregesh,ШГШ,52.926858,87.979982,False,Asia/Novokuznetsk
326,Харута,Kharuta,ХАУ,66.8499985,59.53333,False,Europe/Moscow
327,Белгород,Belgorod,EGO,50.63333,36.65,True,Europe/Moscow
328,Таганрог,Taganrog,TGK,47.243378,38.864017,True,Europe/Moscow
329,Ростов-на-Дону,Rostov,ROV,47.25,39.75,True,Europe/Moscow
330,Ярцево,Yartsevo,YAE,60.2544441,90.19583,True,Asia/Krasnoyarsk
331,Кыра,Kyra,КЫР,49.581065,111.977123,True,Asia/Chita
332,Полины Осипенко,Poliny Osipenko,ПОС,52.4416656,136.48334,False,Asia/Vladivostok
